"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-20",,,,,"38","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-21",,,,,"43","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-22",,,,,"45","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-23",,,,,"46","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-24",,,,,"45","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-25",,,,,"48","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-26",,,,,"49","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-27",,,,,"44","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-28",,,,,"48","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-29",,,,,"49","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-30",,,,,"53","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-03-31",,,,,"55","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-01",,,,,"61","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-02",,,,,"58","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-03",,,,,"62","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-04",,,,,"65","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-05",,,,,"54","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-06",,,,,"49","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-07",,,,,"54","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-08",,,,,"56","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-09",,,,,"60","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-10",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-11",,,,,"70","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-12",,,,,"67","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-13",,,,,"57","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-14",,,,,"58","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-15",,,,,"65","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-16",,,,,"60","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-17",,,,,"50","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-18",,,,,"54","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-19",,,,,"63","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-20",,,,,"63","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-21",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-22",,,,,"62","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-23",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-24",,,,,"55","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-25",,,,,"58","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-26",,,,,"59","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-27",,,,,"62","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-28",,,,,"65","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-29",,,,,"65","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-04-30",,,,,"60","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-01",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-02",,,,,"68","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-03",,,,,"67","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-04",,,,,"67","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-05",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-06",,,,,"63","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-07",,,,,"70","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-08",,,,,"59","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-09",,,,,"64","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-10",,,,,"67","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-11",,,,,"59","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-12",,,,,"63","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-13",,,,,"63","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-14",,,,,"68","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-15",,,,,"74","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-16",,,,,"77","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-17",,,,,"62","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-18",,,,,"68","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-19",,,,,"74","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-20",,,,,"72","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-21",,,,,"69","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-22",,,,,"74","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-23",,,,,"65","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-24",,,,,"64","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-25",,,,,"68","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-26",,,,,"72","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-27",,,,,"76","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-28",,,,,"76","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-29",,,,,"77","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-30",,,,,"74","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-05-31",,,,,"70","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-01",,,,,"71","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-02",,,,,"75","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-03",,,,,"75","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-04",,,,,"78","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-05",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-06",,,,,"82","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-07",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-08",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-09",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-10",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-11",,,,,"88","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-12",,,,,"88","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-13",,,,,"93","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-14",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-15",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-16",,,,,"91","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-17",,,,,"91","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-18",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-19",,,,,"84","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-20",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-21",,,,,"89","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-22",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-23",,,,,"80","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-24",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-25",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-26",,,,,"70","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-27",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-28",,,,,"85","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-29",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-06-30",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-01",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-02",,,,,"85","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-03",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-04",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-05",,,,,"87","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-06",,,,,"78","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-07",,,,,"78","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-08",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-09",,,,,"82","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-10",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-11",,,,,"85","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-12",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-13",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-14",,,,,"81","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-15",,,,,"73","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-16",,,,,"78","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-17",,,,,"80","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-18",,,,,"82","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-19",,,,,"82","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-20",,,,,"79","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-21",,,,,"86","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-22",,,,,"87","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-23",,,,,"82","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-24",,,,,"78","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-25",,,,,"76","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-26",,,,,"83","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-27",,,,,"84","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-28",,,,,"85","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-29",,,,,"87","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-30",,,,,"89","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-07-31",,,,,"87","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-08-01",,,,,"87","H,,S",,,,
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1946-08-02",,,,,"71","H,,S",,,,
